Organisatie_Codes;Proces_Instantie_Codes;Project_Code;Meetobject_Code;Geografie_Datum;Geografie_Notatie;Geografie_Vorm;Ecotoop_Codes;Collectie_DatumTijd;Collectie_Referentie;Meetset_Nummer;Meetpakket_Code;Doelstelling_Code;Verrichting_Methoden;Compartiment_Code;Meting_DatumTijd;Meting_Correlatie;Grootheid_Code;Parameter_Type;Parameter_Specificatie;Parameter_Kenmerken;Notitie_Code;Limiet_Symbool;Waarde_Gemeten;Eenheid_Gemeten;Waarde_Berekend;Classificatie_Code;Eenheid_Berekend;Status_Code
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0671;EPSG:28992;WKT;POINT(71600 411100);;	22-07-1992 00:00;1992RWSWOP00611;8563959;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	4;DIMSLS;	4;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0672;EPSG:28992;WKT;POINT(71600 411001);;	22-07-1992 00:00;1992RWSWOP00612;8563965;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0673;EPSG:28992;WKT;POINT(71600 410900);;	22-07-1992 00:00;1992RWSWOP00613;8563973;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0674;EPSG:28992;WKT;POINT(71600 410800);;	22-07-1992 00:00;1992RWSWOP00614;8563982;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0675;EPSG:28992;WKT;POINT(71600 410700);;	22-07-1992 00:00;1992RWSWOP00615;8563991;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0676;EPSG:28992;WKT;POINT(71600 410600);;	22-07-1992 00:00;1992RWSWOP00616;8564001;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	5;DIMSLS;	5;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0677;EPSG:28992;WKT;POINT(71600 410500);;	22-07-1992 00:00;1992RWSWOP00617;8564008;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0678;EPSG:28992;WKT;POINT(71600 410400);;	22-07-1992 00:00;1992RWSWOP00618;8564018;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0679;EPSG:28992;WKT;POINT(71600 410299);;	22-07-1992 00:00;1992RWSWOP00619;8564023;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0682;EPSG:28992;WKT;POINT(71700 411100);;	22-07-1992 00:00;1992RWSWOP00621;8564037;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	7;DIMSLS;	7;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0683;EPSG:28992;WKT;POINT(71700 411000);;	22-07-1992 00:00;1992RWSWOP00622;8564044;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	7;DIMSLS;	7;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0684;EPSG:28992;WKT;POINT(71700 410900);;	22-07-1992 00:00;1992RWSWOP00623;8564051;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	4;DIMSLS;	4;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0685;EPSG:28992;WKT;POINT(71700 410800);;	22-07-1992 00:00;1992RWSWOP00624;8564059;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	5;DIMSLS;	5;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0686;EPSG:28992;WKT;POINT(71700 410700);;	22-07-1992 00:00;1992RWSWOP00625;8564068;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	5;DIMSLS;	5;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0687;EPSG:28992;WKT;POINT(71700 410600);;	22-07-1992 00:00;1992RWSWOP00626;8564077;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	4;DIMSLS;	4;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0688;EPSG:28992;WKT;POINT(71700 410500);;	22-07-1992 00:00;1992RWSWOP00627;8564085;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0689;EPSG:28992;WKT;POINT(71700 410400);;	22-07-1992 00:00;1992RWSWOP00628;8564095;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0690;EPSG:28992;WKT;POINT(71700 410300);;	22-07-1992 00:00;1992RWSWOP00629;8564100;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0691;EPSG:28992;WKT;POINT(71700 410200);;	22-07-1992 00:00;1992RWSWOP00630;8564105;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0692;EPSG:28992;WKT;POINT(71700 410100);;	22-07-1992 00:00;1992RWSWOP00631;8564111;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0693;EPSG:28992;WKT;POINT(71800 411100);;	22-07-1992 00:00;1992RWSWOP00632;8564119;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0694;EPSG:28992;WKT;POINT(71800 411001);;	22-07-1992 00:00;1992RWSWOP00633;8564126;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0695;EPSG:28992;WKT;POINT(71800 410900);;	22-07-1992 00:00;1992RWSWOP00634;8564134;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0696;EPSG:28992;WKT;POINT(71800 410800);;	22-07-1992 00:00;1992RWSWOP00635;8564140;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	5;DIMSLS;	5;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0697;EPSG:28992;WKT;POINT(71800 410700);;	22-07-1992 00:00;1992RWSWOP00636;8564149;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0698;EPSG:28992;WKT;POINT(71800 410600);;	22-07-1992 00:00;1992RWSWOP00637;8564158;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0699;EPSG:28992;WKT;POINT(71800 410500);;	22-07-1992 00:00;1992RWSWOP00638;8564167;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0700;EPSG:28992;WKT;POINT(71800 410400);;	22-07-1992 00:00;1992RWSWOP00639;8564177;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0701;EPSG:28992;WKT;POINT(71800 410300);;	22-07-1992 00:00;1992RWSWOP00640;8564187;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0703;EPSG:28992;WKT;POINT(71800 410100);;	22-07-1992 00:00;1992RWSWOP00642;8564196;MA.BD;MT;OM=WOP_001;OW;	22-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0161;EPSG:28992;WKT;POINT(75100 407201);;	23-07-1992 00:00;1992RWSWOP00666;8564260;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0163;EPSG:28992;WKT;POINT(74900 407200);;	23-07-1992 00:00;1992RWSWOP00668;8564271;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0164;EPSG:28992;WKT;POINT(74800 407200);;	23-07-1992 00:00;1992RWSWOP00669;8564276;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0167;EPSG:28992;WKT;POINT(74500 407200);;	23-07-1992 00:00;1992RWSWOP00672;8564288;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0171;EPSG:28992;WKT;POINT(75100 407100);;	23-07-1992 00:00;1992RWSWOP00673;8564293;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0172;EPSG:28992;WKT;POINT(75000 407100);;	23-07-1992 00:00;1992RWSWOP00674;8564298;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0177;EPSG:28992;WKT;POINT(74500 407100);;	23-07-1992 00:00;1992RWSWOP00679;8564317;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0181;EPSG:28992;WKT;POINT(75100 407000);;	23-07-1992 00:00;1992RWSWOP00680;8564323;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0182;EPSG:28992;WKT;POINT(75000 407000);;	23-07-1992 00:00;1992RWSWOP00681;8564329;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0183;EPSG:28992;WKT;POINT(74900 407000);;	23-07-1992 00:00;1992RWSWOP00682;8564335;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0185;EPSG:28992;WKT;POINT(74700 407000);;	23-07-1992 00:00;1992RWSWOP00684;8564344;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0186;EPSG:28992;WKT;POINT(74600 407000);;	23-07-1992 00:00;1992RWSWOP00685;8564350;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0187;EPSG:28992;WKT;POINT(74500 407000);;	23-07-1992 00:00;1992RWSWOP00686;8564354;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0242;EPSG:28992;WKT;POINT(72700 410600);;	23-07-1992 00:00;1992RWSWOP00687;8564359;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0243;EPSG:28992;WKT;POINT(72700 410499);;	23-07-1992 00:00;1992RWSWOP00688;8564369;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	4;DIMSLS;	4;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0244;EPSG:28992;WKT;POINT(72700 410400);;	23-07-1992 00:00;1992RWSWOP00689;8564376;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0245;EPSG:28992;WKT;POINT(72700 410300);;	23-07-1992 00:00;1992RWSWOP00690;8564385;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0246;EPSG:28992;WKT;POINT(72700 410200);;	23-07-1992 00:00;1992RWSWOP00691;8564394;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0247;EPSG:28992;WKT;POINT(72700 410100);;	23-07-1992 00:00;1992RWSWOP00692;8564404;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	7;DIMSLS;	7;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0248;EPSG:28992;WKT;POINT(72700 410000);;	23-07-1992 00:00;1992RWSWOP00693;8564413;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	7;DIMSLS;	7;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0249;EPSG:28992;WKT;POINT(72700 409900);;	23-07-1992 00:00;1992RWSWOP00694;8564420;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	6;DIMSLS;	6;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0250;EPSG:28992;WKT;POINT(72700 409800);;	23-07-1992 00:00;1992RWSWOP00695;8564427;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	4;DIMSLS;	4;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0251;EPSG:28992;WKT;POINT(72700 409701);;	23-07-1992 00:00;1992RWSWOP00696;8564438;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	4;DIMSLS;	4;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0252;EPSG:28992;WKT;POINT(72700 409600);;	23-07-1992 00:00;1992RWSWOP00697;8564445;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	7;DIMSLS;	7;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0253;EPSG:28992;WKT;POINT(72700 409500);;	23-07-1992 00:00;1992RWSWOP00698;8564453;MA.BD;MT;OM=WOP_001;OW;	23-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0054;EPSG:28992;WKT;POINT(82500 407100);;	30-07-1992 00:00;1992RWSWOP01099;8565932;MA.BD;MT;OM=WOP_001;OW;	30-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0057;EPSG:28992;WKT;POINT(82600 407099);;	30-07-1992 00:00;1992RWSWOP01100;8565935;MA.BD;MT;OM=WOP_001;OW;	30-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0060;EPSG:28992;WKT;POINT(82700 407100);;	30-07-1992 00:00;1992RWSWOP01101;8565938;MA.BD;MT;OM=WOP_001;OW;	30-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0308;EPSG:28992;WKT;POINT(85000 408600);;	30-07-1992 00:00;1992RWSWOP01102;8565941;MA.BD;MT;OM=WOP_001;OW;	30-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0309;EPSG:28992;WKT;POINT(85000 408700);;	30-07-1992 00:00;1992RWSWOP01103;8565945;MA.BD;MT;OM=WOP_001;OW;	30-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0313;EPSG:28992;WKT;POINT(85100 408600);;	30-07-1992 00:00;1992RWSWOP01105;8565953;MA.BD;MT;OM=WOP_001;OW;	30-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0316;EPSG:28992;WKT;POINT(85100 408900);;	30-07-1992 00:00;1992RWSWOP01108;8565966;MA.BD;MT;OM=WOP_001;OW;	30-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0320;EPSG:28992;WKT;POINT(85200 408700);;	30-07-1992 00:00;1992RWSWOP01110;8565974;MA.BD;MT;OM=WOP_001;OW;	30-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0321;EPSG:28992;WKT;POINT(85200 408800);;	30-07-1992 00:00;1992RWSWOP01111;8565980;MA.BD;MT;OM=WOP_001;OW;	30-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0509;EPSG:28992;WKT;POINT(73000 400300);;	30-07-1992 00:00;1992RWSWOP01116;8566002;MA.BD;MT;OM=WOP_001;OW;	30-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	HARVT_0262;EPSG:28992;WKT;POINT(83100 414300);;	24-08-1992 12:00;1992RWSWOP01775;8567336;MA.BD;MT;OM=WOP_001;OW;	24-08-1992 12:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	HARVT_0263;EPSG:28992;WKT;POINT(83100 414400);;	24-08-1992 12:00;1992RWSWOP01776;8567340;MA.BD;MT;OM=WOP_001;OW;	24-08-1992 12:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	HARVT_0264;EPSG:28992;WKT;POINT(83100 414501);;	24-08-1992 12:00;1992RWSWOP01777;8567344;MA.BD;MT;OM=WOP_001;OW;	24-08-1992 12:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
