Organisatie_Codes;Proces_Instantie_Codes;Project_Code;Meetobject_Code;Geografie_Datum;Geografie_Notatie;Geografie_Vorm;Ecotoop_Codes;Collectie_DatumTijd;Collectie_Referentie;Meetset_Nummer;Meetpakket_Code;Doelstelling_Code;Verrichting_Methoden;Compartiment_Code;Meting_DatumTijd;Meting_Correlatie;Grootheid_Code;Parameter_Type;Parameter_Specificatie;Parameter_Kenmerken;Notitie_Code;Limiet_Symbool;Waarde_Gemeten;Eenheid_Gemeten;Waarde_Berekend;Classificatie_Code;Eenheid_Berekend;Status_Code
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0122;EPSG:28992;WKT;POINT(74400 408000);;	24-07-1992 00:00;1992RWSWOP00802;8564829;MA.BD;MT;OM=WOP_001;OW;	24-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0123;EPSG:28992;WKT;POINT(74400 407900);;	24-07-1992 00:00;1992RWSWOP00803;8564836;MA.BD;MT;OM=WOP_001;OW;	24-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0023;EPSG:28992;WKT;POINT(79000 408000);;	27-07-1992 00:00;1992RWSWOP00805;8564848;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0024;EPSG:28992;WKT;POINT(79100 408100);;	27-07-1992 00:00;1992RWSWOP00806;8564854;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0025;EPSG:28992;WKT;POINT(79100 408000);;	27-07-1992 00:00;1992RWSWOP00807;8564862;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0026;EPSG:28992;WKT;POINT(79200 408100);;	27-07-1992 00:00;1992RWSWOP00808;8564870;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0061;EPSG:28992;WKT;POINT(76500 408000);;	27-07-1992 00:00;1992RWSWOP00810;8564882;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0063;EPSG:28992;WKT;POINT(76500 407801);;	27-07-1992 00:00;1992RWSWOP00812;8564893;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0067;EPSG:28992;WKT;POINT(76500 407400);;	27-07-1992 00:00;1992RWSWOP00814;8564905;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0068;EPSG:28992;WKT;POINT(76500 407300);;	27-07-1992 00:00;1992RWSWOP00815;8564912;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0069;EPSG:28992;WKT;POINT(76500 407200);;	27-07-1992 00:00;1992RWSWOP00816;8564919;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0072;EPSG:28992;WKT;POINT(76600 408000);;	27-07-1992 00:00;1992RWSWOP00818;8564931;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0073;EPSG:28992;WKT;POINT(76600 407900);;	27-07-1992 00:00;1992RWSWOP00819;8564936;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0074;EPSG:28992;WKT;POINT(76600 407800);;	27-07-1992 00:00;1992RWSWOP00820;8564941;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0077;EPSG:28992;WKT;POINT(76600 407500);;	27-07-1992 00:00;1992RWSWOP00822;8564953;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0078;EPSG:28992;WKT;POINT(76600 407400);;	27-07-1992 00:00;1992RWSWOP00823;8564959;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0079;EPSG:28992;WKT;POINT(76600 407301);;	27-07-1992 00:00;1992RWSWOP00824;8564965;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0084;EPSG:28992;WKT;POINT(76700 407900);;	27-07-1992 00:00;1992RWSWOP00827;8564981;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0085;EPSG:28992;WKT;POINT(76700 407800);;	27-07-1992 00:00;1992RWSWOP00828;8564986;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0088;EPSG:28992;WKT;POINT(76700 407500);;	27-07-1992 00:00;1992RWSWOP00830;8564996;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0089;EPSG:28992;WKT;POINT(76700 407400);;	27-07-1992 00:00;1992RWSWOP00831;8565003;MA.BD;MT;OM=WOP_001;OW;	27-07-1992 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0188;EPSG:28992;WKT;POINT(70700 411200);;	06-07-1993 00:00;1993RWSWOP02538;8569723;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0189;EPSG:28992;WKT;POINT(70700 411100);;	06-07-1993 00:00;1993RWSWOP02539;8569733;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0190;EPSG:28992;WKT;POINT(70700 411000);;	06-07-1993 00:00;1993RWSWOP02540;8569742;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0191;EPSG:28992;WKT;POINT(70700 410900);;	06-07-1993 00:00;1993RWSWOP02541;8569752;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0196;EPSG:28992;WKT;POINT(70800 411200);;	06-07-1993 00:00;1993RWSWOP02542;8569762;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0197;EPSG:28992;WKT;POINT(70800 411100);;	06-07-1993 00:00;1993RWSWOP02543;8569774;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	4;DIMSLS;	4;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0198;EPSG:28992;WKT;POINT(70800 411000);;	06-07-1993 00:00;1993RWSWOP02544;8569783;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0199;EPSG:28992;WKT;POINT(70800 410900);;	06-07-1993 00:00;1993RWSWOP02545;8569794;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0200;EPSG:28992;WKT;POINT(70800 410800);;	06-07-1993 00:00;1993RWSWOP02546;8569797;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0201;EPSG:28992;WKT;POINT(70800 410700);;	06-07-1993 00:00;1993RWSWOP02547;8569807;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0202;EPSG:28992;WKT;POINT(70800 410600);;	06-07-1993 00:00;1993RWSWOP02548;8569816;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0203;EPSG:28992;WKT;POINT(70800 410500);;	06-07-1993 00:00;1993RWSWOP02549;8569825;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0204;EPSG:28992;WKT;POINT(70900 411200);;	06-07-1993 00:00;1993RWSWOP02550;8569833;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0205;EPSG:28992;WKT;POINT(70900 411100);;	06-07-1993 00:00;1993RWSWOP02551;8569844;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	4;DIMSLS;	4;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0206;EPSG:28992;WKT;POINT(70900 411000);;	06-07-1993 00:00;1993RWSWOP02552;8569856;MA.BD;MT;OM=WOP_001;OW;	06-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0207;EPSG:28992;WKT;POINT(70900 410900);;	07-07-1993 00:00;1993RWSWOP02583;8570026;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0208;EPSG:28992;WKT;POINT(70900 410800);;	07-07-1993 00:00;1993RWSWOP02584;8570034;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0209;EPSG:28992;WKT;POINT(70900 410699);;	07-07-1993 00:00;1993RWSWOP02585;8570043;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0210;EPSG:28992;WKT;POINT(70900 410600);;	07-07-1993 00:00;1993RWSWOP02586;8570052;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0211;EPSG:28992;WKT;POINT(70900 410500);;	07-07-1993 00:00;1993RWSWOP02587;8570060;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0218;EPSG:28992;WKT;POINT(72500 410600);;	07-07-1993 00:00;1993RWSWOP02588;8570068;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0219;EPSG:28992;WKT;POINT(72500 410501);;	07-07-1993 00:00;1993RWSWOP02589;8570080;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0220;EPSG:28992;WKT;POINT(72500 410400);;	07-07-1993 00:00;1993RWSWOP02590;8570091;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0221;EPSG:28992;WKT;POINT(72500 410300);;	07-07-1993 00:00;1993RWSWOP02591;8570101;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0222;EPSG:28992;WKT;POINT(72500 410200);;	07-07-1993 00:00;1993RWSWOP02592;8570112;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0223;EPSG:28992;WKT;POINT(72500 410100);;	07-07-1993 00:00;1993RWSWOP02593;8570122;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0224;EPSG:28992;WKT;POINT(72500 410000);;	07-07-1993 00:00;1993RWSWOP02594;8570132;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0225;EPSG:28992;WKT;POINT(72500 409900);;	07-07-1993 00:00;1993RWSWOP02595;8570143;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0226;EPSG:28992;WKT;POINT(72500 409800);;	07-07-1993 00:00;1993RWSWOP02596;8570153;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0227;EPSG:28992;WKT;POINT(72500 409700);;	07-07-1993 00:00;1993RWSWOP02597;8570162;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0228;EPSG:28992;WKT;POINT(72500 409600);;	07-07-1993 00:00;1993RWSWOP02598;8570168;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0229;EPSG:28992;WKT;POINT(72500 409500);;	07-07-1993 00:00;1993RWSWOP02599;8570176;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0230;EPSG:28992;WKT;POINT(72600 410600);;	07-07-1993 00:00;1993RWSWOP02600;8570185;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0231;EPSG:28992;WKT;POINT(72600 410500);;	07-07-1993 00:00;1993RWSWOP02601;8570193;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	5;DIMSLS;	5;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0232;EPSG:28992;WKT;POINT(72600 410400);;	07-07-1993 00:00;1993RWSWOP02602;8570201;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	5;DIMSLS;	5;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0233;EPSG:28992;WKT;POINT(72600 410300);;	07-07-1993 00:00;1993RWSWOP02603;8570207;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0234;EPSG:28992;WKT;POINT(72600 410200);;	07-07-1993 00:00;1993RWSWOP02604;8570214;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0235;EPSG:28992;WKT;POINT(72600 410101);;	07-07-1993 00:00;1993RWSWOP02605;8570223;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0236;EPSG:28992;WKT;POINT(72600 410000);;	07-07-1993 00:00;1993RWSWOP02606;8570232;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0237;EPSG:28992;WKT;POINT(72600 409900);;	07-07-1993 00:00;1993RWSWOP02607;8570241;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0238;EPSG:28992;WKT;POINT(72600 409800);;	07-07-1993 00:00;1993RWSWOP02608;8570250;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0239;EPSG:28992;WKT;POINT(72600 409700);;	07-07-1993 00:00;1993RWSWOP02609;8570262;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0240;EPSG:28992;WKT;POINT(72600 409600);;	07-07-1993 00:00;1993RWSWOP02610;8570269;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	1;DIMSLS;	1;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0241;EPSG:28992;WKT;POINT(72600 409500);;	07-07-1993 00:00;1993RWSWOP02611;8570273;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0242;EPSG:28992;WKT;POINT(72700 410600);;	07-07-1993 00:00;1993RWSWOP02612;8570280;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	3;DIMSLS;	3;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0243;EPSG:28992;WKT;POINT(72700 410499);;	07-07-1993 00:00;1993RWSWOP02613;8570288;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	4;DIMSLS;	4;;DIMSLS;65
ORG=RWS,SUP=ECS;ANA=RWS,CHK=RWS,SMP=RWS;MWTL_WOP;	VOLKRZMR_0671;EPSG:28992;WKT;POINT(71600 411100);;	07-07-1993 00:00;1993RWSWOP02620;8570314;MA.BD;MT;OM=WOP_001;OW;	07-07-1993 00:00:00;;BEDKG;MACAG;Enteromorpha;ST=KLA;;;	2;DIMSLS;	2;;DIMSLS;65
